179	has a theory of quasi-conical flows been developed, in supersonic linearised theory, for which the upwash distribution on the lifting surface, apart from being a homogeneous function in the co-ordinate, is permitted to have a quite general functional form .
180	how does scale height vary with altitude in an atmosphere .
181	jet interference with supersonic flows theoretical papers .
182	effects of leading-edge bluntness on the flutter characteristics of some square-planform double-wedge airfoils at mach numbers less than 15.4.
183	what factors have been shown to have a primary influence on sonic boom strength .
184	work on small-oscillation re-entry motions .
185	experimental studies on panel flutter .
186	how can wing-body,  flow field interference effects be approximated rationally .
187	has anyone analytically or experimentally investigated the effects of internal pressure on the buckling of circular-cylindrical shells under bending .
188	what theoretical and experimental work has been done on the excitation and response of typical structures in a noise environment .
189	is there a design method for calculating thermal fatigue endurances of components of various types and sizes in a variety of circumstances .
190	will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory,  and if so,  what is the minimum number of modes that need be considered .
191	what is the criterion for true panel flutter,  as opposed to small amplitude vibration arising from acoustic disturbances .
192	papers dealing with uniformly loaded sectors .
193	general methods of solving clamped plate problems .
194	how can the analytical solution of the buckling strength of a uniform circular cylinder loaded in axial compression be refined so as to lower the buckling load .
195	in the problem of the buckling strength of uniform circular cylinders loaded in axial compression,  does the linear solution help with improving the non-linear one .
196	the problem of similarity for representative investigation of aeroelastic effects in a flow with the absence of heating effects .
197	how is fatigue damage estimated using the normal long-hand method .
198	is there any information available on the difference in the effects of various edge conditions on the buckling of cylindrical shells .
199	have non-linear large deflection analyses been conducted for shell shapes other than conical .
200	are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells,  or must we resort to numerical methods .
201	what are the nonequilibrium chemical constituents in the viscous shock layer ahead of a blunt re-entry vehicle .
202	how accurate are existing analytical theories in estimating pressure distributions on cones at incidence,  at hypersonic speeds .
203	are simple empirical methods of any use for estimating pressure distribution in cones .
204	do viscous effects seriously modify pressure distributions .
205	has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer .
206	how do subsonic and transonic flutter data measured in the new langley transonic dynamics tunnel compare with similar data obtained in other facilities .
207	how do large changes in new mass ratio quantitatively affect wing-flutter boundaries .
208	what is the effect of the shape of the drag polar of a lifting spacecraft on the amount of reduction in maximum deceleration obtainable by continuously varying the aerodynamic coefficients during re-entry .
209	what are the physical significance and characteristics of separated laminar and turbulent boundary layer flows .
210	has anyone analytically investigated the stabilizing influence of soft elastic cores on the buckling strength of cylindrical shells subjected to non-uniform external pressure .
211	what papers are available on the buckling of empty cylindrical shells under non-uniform pressure .
212	what effect do thermal stresses have on the compressive buckling strength of ring-stiffened cylinders .
213	what is the effect on cylinder buckling of a circumferential stress system that varies in the axial direction .
214	can non-linear shallow shell analysis be reduced to an engineering technique by use of the matrix .
215	is it possible to predict the shape of a shroud which will allow simulation of the nose region flow field for a sphere in hypersonic flow .
216	what investigations have been made of the wave system created by a static pressure distribution over a liquid surface .
217	has anyone investigated the effect of shock generated vorticity on heat transfer to a blunt body .
218	what is the heat transfer to a blunt body in the absence of vorticity .
219	what are the general effects on flow fields when the reynolds number is small .
220	find a calculation procedure applicable to all incompressible laminar boundary layer flow problems having good accuracy and reasonable computation time .
221	papers applicable to this problem (calculation procedures for laminar incompressible flow with arbitrary pressure gradient) .
222	has anyone investigated the shear buckling of stiffened plates .
223	papers on shear buckling of unstiffened rectangular plates under shear .
224	in practice, how close to reality are the assumptions that the flow in a hypersonic shock tube using nitrogen is non-viscous and in thermodynamic equilibrium .
225	what design factors can be used to control lift-drag ratios at mach numbers above 5 .
