535,mathematical treatment,2
537,resultant pitching,2
538,important role,2
539,tilt wing,9
540,structure excited,1
541,extreme cooling,1
542,physical constants,1
543,thermal protection,1
544,positive correlation,1
545,discontinuity stresses,2
546,closed end,1
547,test code,1
548,gas mixtures,2
549,double asymptotic,1
551,geometrically similar,1
552,buckled rectangular,2
553,cruciform tail,2
554,fourth order,5
555,adjacent surfaces,2
557,multiweb wing,2
558,turbulen flows,1
559,parameter describing,2
560,intermediate vertical,1
561,large eddies,2
562,heat transfer,174
564,electrically heated,2
565,piston technique,1
566,formulas relating,1
567,analytical formulation,2
568,logarithmic decrement,1
569,turbo machines,1
570,vertex centered,1
571,tollmien schlichting,3
572,descent phases,1
573,deepest corridor,1
574,shuffle reactions,1
575,taylor maccoll,3
577,agrees perfectly,2
579,navier stokes,19
580,schlieren pictures,3
581,variational theorems,1
582,slotted flaps,1
583,pump impellers,1
584,finding eigenvalues,1
585,conpressibility transformation,1
586,fundamental shortcomings,1
587,varies inversely,3
588,sinusoidal sinking,1
589,structural joints,2
590,essential difficulty,2
591,discontinuous middle,1
592,sting mounted,2
593,spherical cap,3
594,ethylene heated,2
595,engined vertical,1
596,arrhenius law,2
597,stiffened longitudinally,1
598,wedge shaped,3
599,infinitely long,9
600,entry mission,1
601,rotor blades,1
602,transonic bump,1
603,surge phenomena,1
604,approaches infinity,2
605,creeping motion,1
606,bell type,1
607,nickel base,1
608,tailplane combination,1
609,alternative forms,1
610,double wedge,3
612,random excitation,1
613,part iii,3
614,roughness capable,1
615,obvious practical,2
617,conducting fluids,3
618,iteration processes,1
619,landing airplane,1
620,axially symmetrical,5
621,atmosphere entries,2
622,preston tube,2
623,quantitative estimates,1
624,strictly inviscid,1
625,sectorial plates,2
626,slowly varying,2
627,vtol aircraft,5
628,generalized coordinates,3
629,rolling missile,2
630,plastic deformations,3
631,upper atmosphere,7
632,finite slabs,2
633,progress report,1
634,initial imperfection,1
635,rocket exhaust,4
636,front stages,2
637,transport properties,9
638,reflection process,2
640,yield substantially,2
641,maximum deceleration,4
642,semivertex angle,6
643,vary linearly,2
644,exploratory studies,2
645,jet inoperative,1
646,schlichting waves,1
647,propulsion system,3
648,glide configurations,1
649,square lattices,1
650,aerothermoelastic similarity,1
651,transverse magnetic,11
652,panels exposed,2
653,edge tractions,1
655,real gas,16
656,molecular vibration,3
658,similarity law,5
660,varying linearly,2
661,column matrix,1
662,relaxation oscillations,1
663,fineness ratio,16
665,successful application,2
666,paper deals,8
667,imposed magnetic,2
668,supersonic diffusers,1
669,vertical acceleration,3
670,materials tested,1
671,author considers,2
672,control hinge,2
673,tumbling motion,2
674,square inch,1
675,considerably greater,4
676,elastic constants,4
677,tail surfaces,4
678,variable geometry,3
679,highly loaded,1
681,slender cruciform,3
682,landing aircraft,1
683,ultra high,1
684,tip radius,2
685,fineness ratios,4
686,leads directly,2
687,cylindrical sting,2
688,core positions,1
689,obtaining asymptotic,1
690,bring transition,1
691,causing separation,2
692,compressive stress,7
693,good qualitative,4
694,injected gas,4
695,normal force,21
696,aec univac,2
699,multiply connected,2
700,elastically restrained,1
701,national advisory,2
703,btu lb,3
706,sinusoidal gusts,1
707,geometrical acoustics,1
708,terminal guidance,1
709,automatic recording,1
710,electrical analogies,1
711,unsteadily rotating,1
713,ascending powers,2
714,von mises,5
715,sheltered side,1
716,economical missile,1
718,rapidly freeze,1
719,caloric imperfections,1
720,controlled trail,1
722,electronic apparatus,1
723,systematic group,1
724,simply supplorted,1
725,freely supported,2
729,centrally loaded,1
731,straight edged,1
732,blade rows,4
733,compressor surge,2
734,semicircular cross,1
735,moderately thick,1
737,author obtains,2
739,stressing heated,1
740,mangler transformation,2
741,horseshoe vortex,2
742,thrust vector,4
743,hinge locations,1
744,automatic computers,1
746,vortex cancellation,1
747,creep rupture,2
748,redundant structures,1
749,semiapex angles,3
751,improved smoke,1
752,difficulties arising,2
753,gross radial,1
754,axi symmetric,1
755,generalised porous,2
756,rheological approach,1
757,considerable fraction,2
758,control devices,1
759,turbine lattices,1
760,nonequilibrium dissociating,1
761,reentry ballistic,1
762,planetary atmosphere,3
764,data processing,2
765,glide vehicles,2
767,supply system,1
768,corridor width,1
770,discharge coefficient,2
771,solid construction,2
772,thermal cycling,1
773,conduction controlled,1
774,methods fore,1
775,post buckling,4
776,square planform,2
777,base bleed,2
778,section stringers,1
780,plan form,12
781,inelastic systems,1
782,attachment line,2
783,entry trajectories,2
784,mathieu function,1
785,helium simulation,1
786,ellipse cylinder,1
787,curves showing,3
788,roughness particles,2
789,buckled panel,5
790,author discusses,1
791,linearly varying,2
792,coordinate system,3
793,future research,2
795,perforated tunnel,1
796,wide ranges,2
797,overexpanded nozzle,1
798,natural frequency,3
800,longitudinal stiffeners,1
801,block ratio,1
802,sample calculation,4
803,gas dynamics,4
804,tilting wing,3
805,inelastic structures,1
806,thermal stresses,15
807,powered aircraft,1
808,cylinder juncture,1
810,paper concludes,2
811,significantly lower,2
812,swept wings,10
813,rectangular plan,1
815,mode shapes,6
816,conical afterbodies,1
818,large proportion,2
819,stress strain,9
820,rotor incidence,1
821,previous investigations,2
822,stresses arising,1
823,symmetric deformations,1
824,destabilizing effect,4
825,ethylene air,1
826,chapman jouguet,1
827,van gorcum,1
829,refractory shield,1
830,chemically active,3
831,permanent perturbation,1
832,statically stable,4
833,depend critically,3
834,corridor widths,1
835,remains invariant,2
837,naca rm,3
838,solar ultra,1
839,electric analog,2
840,nasa technical,2
841,moving parallell,1
842,physical interpretations,1
843,analytic continuation,2
844,corridor depth,2
845,finding roots,1
846,diving moments,2
847,pressurised ring,1
849,crocco lees,2
850,digital computer,7
852,uniquely dependent,1
853,infinite expanse,1
854,anti symmetric,1
855,full skirted,1
856,parabolic blading,1
857,satellite orbits,6
858,sudden contact,1
859,wider applicability,1
861,poor intermediate,2
863,vertical stabilizer,1
864,airfoil crest,1
865,satellite traversing,1
866,noise signals,1
868,airplane attitude,1
869,continuous ignition,1
870,lateral directions,1
871,nonconducting walls,2
872,single bay,1
873,split flaps,2
874,flaps deflected,2
875,uncoupled mode,1
876,sphere inside,1
877,isotropic turbulence,2
879,sharp edged,3
880,tangent wedge,7
881,minor axis,2
882,semi empirical,6
883,rotation term,1
884,controlled laboratory,2
885,short oval,1
886,fourth root,2
887,peak stiffener,1
888,paper summarizes,2
889,redundant structure,1
890,stress resultants,1
891,limited amount,5
892,mathematical difficulties,2
893,close proximity,3
894,local dynamical,1
895,tip fins,1
896,compressor routine,1
897,favor part,2
898,solved explicitly,2
899,solid fuel,1
900,sobsonic speeds,1
901,configuration consisting,1
902,recent contribution,2
903,failing stress,2
904,air scooping,1
905,cruise performance,1
906,parallel streams,4
907,ordinary differential,13
908,iterative process,4
909,stiffness matrix,1
910,pertinent expressions,1
911,working fluids,1
912,reacting gas,2
913,discrete frequency,2
914,jet pluming,1
915,empirical information,2
916,negative damping,2
917,knuckle region,1
918,plastic torsional,1
920,entry trajectory,2
921,modulated entry,1
922,powered flight,1
923,electron density,3
924,classical criterion,1
925,thick walls,1
926,downwash surveys,1
927,major components,2
928,median section,1
929,camber deflections,1
931,variational formulation,1
932,toroidal shell,1
933,adiabatic wall,9
934,rectangular cantilever,2
935,versus time,2
936,extensive series,3
937,helium injection,8
938,tip bluntness,2
939,length width,3
940,transtability flutter,1
941,allowable axial,1
942,wave advancing,2
943,taper ratio,8
944,techniques applying,1
945,great practical,2
946,aircraft structures,9
947,shock standoff,2
948,incremental normal,2
949,stationary convection,1
950,nose radii,2
951,pivotal point,2
952,reasonable accuracy,3
953,transonic dynamics,1
954,prevent flutter,2
955,conical afterbody,6
956,saunders roe,1
958,jmin erfc,1
959,slider bearing,1
960,reviewer feels,2
961,photo thermoelasticity,1
962,specialized situations,1
963,stainless steel,3
964,splitter vane,1
965,lb sq,2
966,discoverer satellites,1
967,glass shields,1
968,gaseous detonation,1
970,proved inadequate,2
971,naca rep,4
972,planetary atmospheres,3
974,plastics teflon,1
976,inversely proportional,2
977,aerelastic considerations,1
978,naca tn,6
979,windward generator,1
980,nodal pattern,3
981,guidance requirements,2
982,magneto hydrodynamic,2
983,downwash impingement,1
986,artificial satellites,2
987,identical equally,1
988,hot wires,3
989,ring stiffened,9
990,strain gages,2
991,exit staticpressure,1
992,analog computer,1
994,wetted area,1
995,wingtip panels,2
996,oblate atmosphere,2
997,tumbling motions,1
998,edges elastically,3
999,semi ellipsoidal,1
1000,gaussian curvature,2
1001,round entrance,1
1003,prior knowledge,2
1004,main text,2
1006,sodium line,2
1007,windward side,3
1008,automatic computer,1
1009,authors discuss,2
1010,span wise,2
1011,vibrations excited,3
1014,running times,2
1015,atmospheric entries,1
1016,oseen linearization,1
1018,single pass,2
1019,semi infinite,16
1020,analogue computer,2
1021,circumferential band,2
1022,flexural vibrations,2
1023,time histories,7
1024,rendering approximate,1
1025,increasingly important,1
1026,infinitesimally thin,2
1027,entering planetary,1
1028,increases linearly,5
1029,reentry configuration,2
1030,pitot tubes,4
1031,blunt nosed,22
1032,proceeds downstream,2
1033,fourth power,6
1034,effective heats,3
1035,transverse vibrations,7
1036,elongated bodies,1
1037,uniformly valid,3
1038,double beam,1
1040,complementary function,1
1041,fundamental concepts,2
1042,supporting structure,3
1043,hemispherical nose,4
1044,unstiffened circular,1
1045,pressurized cylinders,6
1046,leading edge,89
1047,diatomic gas,4
1048,desired degree,2
1049,spin rate,1
1050,multistage axial,2
1051,partially porous,1
1052,forebody vortices,1
1053,discontinuous profile,1
1054,noncatalytic wall,2
1055,overexpanded conical,1
1056,real fluids,2
1057,reflected head,1
1058,sideslip derivatives,2
1059,variables covered,2
1060,circular sector,1
1061,thermodynamic equilibrium,8
1062,side force,5
1063,reattaching flows,1
1064,flared cylinder,1
1065,shearing forces,2
1066,fully developed,10
1067,buckled panels,3
1068,incremental theories,3
1069,resultant force,4
1070,simulated rocket,1
1071,sudden change,2
1072,midplane stress,2
1073,radial displacements,2
1074,escape speed,2
1075,supersonic turbo,1
1076,compressor blades,2
1077,studied analytically,1
1078,stiffened curved,1
1079,flat plate,130
1081,trim angles,2
1082,yawing moment,1
1083,directional stability,1
1084,approximate indical,1
1085,loads program,1
1087,shock intensities,1
1088,flexible modes,2
1089,perturbations due,1
1090,exponential external,1
1091,successfully applied,2
1092,performance estimates,2
1093,sandwich structures,1
1094,airfoil sections,5
1095,observed experimentally,4
1096,predicting column,1
1097,chemical equilibrium,4
1099,hangling qualities,1
1100,turbulen coundary,1
1101,circumscribing polygon,2
1103,bay aluminium,1
1104,charged conductor,1
1105,tapered discs,1
1106,bodt freedom,1
1107,compare favorably,2
1108,quick acting,1
1109,particle entrainment,1
1110,maritime transport,1
1111,mechanical stressing,1
1112,intense explosion,1
1113,circulation lag,1
1115,classical identity,1
1116,ideal dissociating,7
1117,geometrically orthotropic,1
1118,tangent modulus,4
1119,circumferential nodes,1
1120,prandtl meyer,6
1121,profiles inafinite,1
1122,complementary error,1
1123,retrorocket thrust,1
1124,kinematic viscosity,5
1125,corrugated core,3
1126,factors affecting,5
1127,driver gases,2
1128,hugoniot relations,1
1129,electronic computer,1
1130,missile descending,1
1131,points lying,1
1132,classical hydrodynamics,2
1133,digital computing,1
1134,slipstream downward,1
1136,porous plug,2
1137,joule heating,1
1138,aerothermoelastic testing,1
1139,ogive forebody,1
1141,blade row,2
1142,parabolic arc,4
1143,sine curves,1
1144,severe acoustic,1
1145,author proceeds,1
1146,power expenditure,1
1147,deflecting propeller,1
1148,turbine blades,3
1149,hammerhead nose,1
1150,debye length,1
1152,radially symmetric,1
1153,comparable ballistic,1
1154,frictional resistance,1
1155,transverse stiffeners,5
1156,jets exhausting,2
1157,engineering materials,1
1158,previously published,3
1159,attached oblique,1
1160,atmospheric reentry,2
1161,isentropic streams,1
1163,structural matrices,1
1165,wave refracts,1
1166,round pitot,1
1167,elliptic orbit,3
1168,engine exhaust,1
1169,closed form,18
1170,cross plots,2
1171,part ii,4
1172,compressibility transformation,3
1173,good agreement,66
1174,plane poiseuille,1
1175,hodograph plane,1
1176,rocket jets,2
1177,thrust production,1
1178,methane air,2
1179,metals creep,1
1180,rotor blade,1
1181,rocket propulsion,1
1182,middle surfaces,1
1183,fatigue failure,4
1184,testing machine,1
1185,degree sweptback,3
1186,factor affecting,1
1187,modified strip,1
1188,give rise,7
1189,random vibration,2
1190,degree sweepback,2
1191,preliminary estimates,2
1192,stagnation enthalpies,2
1193,tail locations,1
1194,vortex paths,2
1195,generally resulted,2
1196,cyclic thermal,1
1197,local inclination,1
1198,biharmonic equation,1
1199,discharge coefficients,2
1200,nonsimilar solutions,1
1201,practical interest,4
1203,qualitative information,1
1204,generalised newtonian,1
1205,turning angle,4
1206,gust pattern,1
1208,toroidal shells,1
1209,outer expansions,1
1210,rapid convergence,2
1211,adjacent edges,2
1212,alfven velocity,1
1213,maintaining laminar,1
1214,concentration profiles,1
1215,cylinder frustum,1
1216,matrix force,2
1217,initial deviation,2
1219,nose blunting,3
1220,circular arc,4
1221,throat diameter,2
1222,report deals,2
1223,trailing edges,9
1224,closing reply,1
1226,confluent hypergeometric,1
1227,gauss seidel,1
1230,inequality constraints,1
1231,rankine hugoniot,2
1232,york university,2
1233,van driest,1
1234,impeller wheel,1
1235,wood smoke,1
1236,fiber glass,2
1237,aluminum alloy,12
1238,undershoot bound,1
1239,floating element,4
1240,engine mounting,1
1241,binary scaling,1
1242,guide vanes,2
1243,question arises,1
1244,atomic oxygen,2
1245,von karman,23
1246,farther back,2
1247,flexural rigidity,3
1248,isobar pattern,1
1249,relating flexure,1
1250,breathing vibrations,2
1252,axi symmetrical,1
1253,highly polished,1
1254,shroud contours,2
1255,forward facing,6
1256,launched rocket,1
1257,enclosed area,1
1258,short skirted,1
1260,oscillating harmonically,2
1261,sixth degree,2
1262,magnetic inductance,1
1263,closely spaced,1
1264,projectile related,1
1265,moving steadily,2
1266,manned vehicles,4
1268,periodically oscillating,1
1269,controlling stiffness,1
1270,integrated numerically,7
1271,smallest height,1
1272,intrinsic system,1
1273,dead weight,3
1274,special care,1
1275,inert internal,1
1277,generally accepted,2
1278,charts adapted,1
1279,systematic kernel,1
1280,prandtl glauert,4
1281,forces exerted,1
1282,inert mode,1
1283,laval nozzle,1
1284,varies linearly,3
1286,wich cylinders,1
1287,lower bound,2
1288,mixing zone,5
1289,short period,4
1290,nonparallel plane,1
1291,appreciably affected,1
1292,insulating properties,1
1293,plates reinforced,3
1294,aeronautical research,2
1295,thermochemical equilibrium,2
1296,unpowered flight,1
1297,dissociated hypervelocity,1
1298,thermal diffusivity,1
1299,bulk viscosity,1
1301,major minor,2
1303,finite difference,17
1304,uniaxial stress,4
1305,lowest frequency,1
1306,hollow cylinder,2
1307,cylindrical membranes,2
1308,rotating stall,2
1309,dynamic rotary,1
1311,criterion applies,2
1312,streamline pattern,3
1313,excellent agreement,7
1315,elliptic integrals,1
1316,foreign gas,8
1318,meridian section,1
1319,satellite orbit,3
1320,propeller slipstream,5
1321,hinge moment,3
1322,strong blast,1
1324,delta planform,2
1325,negligibly small,3
1327,hoop stresses,2
1328,galerkin process,1
1329,flight path,10
1330,pure bending,5
1331,open area,2
1332,continuous sinusoidal,1
1333,theoretically perfect,1
1334,volume term,1
1335,slender ogee,1
1336,roughness sizes,1
1337,head forms,1
1338,motion pictures,2
1339,generalised conical,2
1340,nonstationary compressible,1
1341,elastic toroidal,1
1342,hyperbolic approach,1
1343,cylindrical afterbodies,3
1345,taking account,2
1346,rarefied gas,4
1347,tangential loading,1
1348,explicit relation,1
1350,conical camber,1
1351,independent variable,6
1353,vibrational equilibrium,1
1355,paper concerns,2
1356,maxwellian distribution,2
1357,briefly discussed,10
1358,large negatively,1
1360,shroud technique,2
1361,provide information,2
1362,cantilever square,1
1363,modulus material,1
1365,lagrange equation,2
1367,return lunar,1
1368,usaf sponsored,2
1369,negatively sloped,1
1370,sodium carbonate,2
1372,california institute,3
1373,crossed flexure,1
1374,loose dirt,1
1375,transversely impinging,1
1376,buried fan,1
1377,newton busemann,2
1378,rae bedford,2
1379,apparent contradictions,1
1380,nasa lewis,2
1381,aileron buzz,1
1382,face wrinkling,1
1383,engine mount,2
1384,irreversible processes,2
1385,descending paths,1
1386,dodecagonal sectional,1
1387,protection shield,2
1389,choked convergent,3
1390,full dispersed,1
1391,schlieren photographs,10
1393,entering irbm,1
1394,opposite spin,1
1395,walled unstiffened,1
1396,hot wire,10
1398,disk springs,1
1399,teflon shields,1
1400,peripheral jets,1
1402,sharp cornered,2
1403,spiral vortices,1
1404,natural frequencies,7
1405,pump rotor,1
1407,arbitrarily inclined,1
1408,specific heats,18
1409,rocket motor,2
1410,accelerating convergence,1
1411,interplanetary orbits,1
1412,lingitudinal loads,1
1413,variational principle,3
1414,lying close,1
1416,centrifugal compressors,2
1417,blockage corrections,1
1418,compressor cascades,1
1419,enthalpy potentials,1
1420,essential simplicity,1
1421,porous coaxial,1
1422,full scale,15
1423,vehicles traversing,1
1424,buckled states,2
1425,harmonic oscillations,3
1426,acoustic proof,1
1428,perfectly conducting,2
1429,magnetohydrodynamic duct,2
1430,detachment distance,12
1431,exhausting rearward,1
1432,band width,2
1433,interferometric studies,1
1434,polar peak,1
1435,hinge axis,2
1436,sonic boom,6
1437,weak shocks,3
1438,conservative estimate,1
1440,physically reasonable,2
1441,eccentricity orbits,1
1442,circular cylinderical,1
1443,slotted flap,3
1444,assumed inaccuracies,1
1445,initial imperfections,8
1446,fan blade,1
1447,satellite observations,2
1448,photothermoelastic experiments,2
1449,degree dihedral,1
1450,considerably smaller,3
1451,climb techniques,1
1452,virtual work,2
1454,hinge moments,2
1455,newtonian impact,6
1456,eighth order,2
1457,virtually constant,1
1458,working section,7
1459,qualitiative solutions,1
1460,indical lift,2
1461,modified oseen,3
1462,specular type,1
1463,shell median,2
1464,taylor instability,1
1465,surprisingly large,2
1466,unit area,3
1467,radiation integrals,1
1468,gun tunnel,2
1469,steady state,17
1470,slightly blunted,4
1471,symmetrical missiles,1
1472,modified newtonian,11
1473,molecular dissociation,1
1474,diverging nozzle,1
1475,weight strength,5
